"0","1467812579","Mon Apr 06 22:20:17 PDT 2009","NO_QUERY","pardonlauren","I just re-pierced my ears "
"0","1468192521","Tue Apr 07 00:13:02 PDT 2009","NO_QUERY","catherinestack","@laurenlenewx awww i'm sorry "
"0","1553179216","Sat Apr 18 13:34:47 PDT 2009","NO_QUERY","Brandon2142","Broken my wrist snowboarding "
"0","1558066342","Sun Apr 19 07:08:25 PDT 2009","NO_QUERY","Stephenjarve","@nat_xoxo Why you gutted nat  ? xx"
"0","1564686959","Mon Apr 20 04:33:13 PDT 2009","NO_QUERY","gauravraturi","attending BRAND EQUITY QUIZ.....but not taking part  "
"0","1573597954","Tue Apr 21 01:56:13 PDT 2009","NO_QUERY","frannylovesyou","It's supposed to rain all day today "
"0","1679948401","Sat May 02 10:33:05 PDT 2009","NO_QUERY","kreesa_","Omg...my fish is dying. Its so sad "
"0","1678043973","Sat May 02 05:15:05 PDT 2009","NO_QUERY","Travvee","Forgot bout Ellens 1000th show today  sorry Ellen"
"0","1678044098","Sat May 02 05:15:07 PDT 2009","NO_QUERY","sabaatorres","United 1, giggs "
"0","1685455869","Sun May 03 00:28:15 PDT 2009","NO_QUERY","adra21","Very full of tacos, quesadillas, and margaritas. Maybe TOO full.   I guess there IS too much of a good thing. "
"0","1685455902","Sun May 03 00:28:16 PDT 2009","NO_QUERY","twoforonesale","enjoying our last day in auckland   i'm so sad to leave nz..."
"0","1753235667","Sun May 10 00:41:38 PDT 2009","NO_QUERY","Skidaleedoo","I'm becoming the first person to graduate college in my family today...AHHHHH!!....Bitter Sweet I don't want to leave "
"0","1753235668","Sun May 10 00:41:38 PDT 2009","NO_QUERY","jjshan","OK so it 2:37am on mother's day and i am on set   i miss my kids and my husband! Can't wait til monday."
"0","1753235727","Sun May 10 00:41:39 PDT 2009","NO_QUERY","MonicaDarling","The end of Milk always makes me cry... "
"0","1793196937","Thu May 14 01:45:04 PDT 2009","NO_QUERY","PutsaCPOceans","http://twitpic.com/54ml7 - Thinkn bout my boweeeezy!!!!!  j/p girl @manthaheartsu look @ the pic of sinatra WOOOOOOOOOOOOOW!!!"
"0","1793197339","Thu May 14 01:45:10 PDT 2009","NO_QUERY","theeppilepsyguy","@wendyandlisa  sorry lisa i missed it  "
"0","1835672343","Mon May 18 06:30:33 PDT 2009","NO_QUERY","Perfect1337","the floor isnt so comfy once your sober "
"0","1880847325","Fri May 22 02:42:59 PDT 2009","NO_QUERY","cherryclaire","I'm not a happy bunny. My fishy died "
"0","1880847367","Fri May 22 02:43:00 PDT 2009","NO_QUERY","BUS142","@CherylH77 Oh fine then!        "
"0","1932829308","Tue May 26 22:19:06 PDT 2009","NO_QUERY","LOR3N","Tomorrow is back to looking for work. "
"0","1932829750","Tue May 26 22:19:10 PDT 2009","NO_QUERY","nickstah123","Haay. School is here. I Don't Wanna Miss a Thing here! "
"0","1932830422","Tue May 26 22:19:15 PDT 2009","NO_QUERY","shimey27","@bryandl i know!  you should come visit again!!"
"0","1932830764","Tue May 26 22:19:18 PDT 2009","NO_QUERY","amys_bus_ticket","@heykim last heard on news tonight, belonged to the earlier body - but no formal fbi id for 2-3 wks "
"0","1932830969","Tue May 26 22:19:20 PDT 2009","NO_QUERY","mandeemillion","@peacelovinamber haha no  just the trailer baha"
"0","1932831261","Tue May 26 22:19:23 PDT 2009","NO_QUERY","Donjdsn","Taking internet traffic school "
"0","1932831360","Tue May 26 22:19:23 PDT 2009","NO_QUERY","AshleyTayco","i have a fever "
"0","1957053338","Thu May 28 23:23:16 PDT 2009","NO_QUERY","savindotme","@justintevya - dude i just saw your SF pics. looks like your mini excursion was pretty kick ass! didn't see any sun while i was there tho "
"0","1957053409","Thu May 28 23:23:17 PDT 2009","NO_QUERY","gangstamittens","is home.  safely... but hungry "
"0","1961134160","Fri May 29 09:02:17 PDT 2009","NO_QUERY","neptune06","@rachellee625 a wet and dirty one now "
"0","1961134229","Fri May 29 09:02:17 PDT 2009","NO_QUERY","anoopr87","looks like another sober weekend ahead... "
"0","1961134327","Fri May 29 09:02:18 PDT 2009","NO_QUERY","KLBarber","@Jonin60seconds tried to edit the page but couldn't add my name  can you pop me on the list please!"
"0","1961134360","Fri May 29 09:02:18 PDT 2009","NO_QUERY","Richdhong","@kathypak  that's not good"
"0","1975389721","Sat May 30 15:03:23 PDT 2009","NO_QUERY","IhaveTheFear","trying to upload photos but the internet is not being friendly "
"0","1975389942","Sat May 30 15:03:25 PDT 2009","NO_QUERY","slbrinkley","@acoetzee  poor whalies."
"0","1975389986","Sat May 30 15:03:25 PDT 2009","NO_QUERY","ajolene","    awhhe man.... I'm completely useless rt now. Funny, all I can do is twitter. http://myloc.me/27HX"
"0","1975390050","Sat May 30 15:03:25 PDT 2009","NO_QUERY","loxm86","@mimi0731 maybe juss a lil bit! "
"0","2000486575","Mon Jun 01 22:13:29 PDT 2009","NO_QUERY","GrantLG","I'm no longer an employee of Trader Joe's  Now it's off to Tawonga "
"0","2000486576","Mon Jun 01 22:13:29 PDT 2009","NO_QUERY","bleedthegabbi","@Missyeru I know. I want them to get back together really bad. "
